en,de
I'm talking about my friend.,Ich spreche von meinem Freund.
I'm tired of her complaints.,Ich habe ihre Beschwerden satt.
I'm trying to understand it.,Ich versuche es zu verstehen.
I'm utterly convinced of it.,Ich bin felsenfest davon überzeugt.
I'm very proud of my father.,Ich bin sehr stolz auf meinen Vater.
"I'm very sorry, but I can't.","Ich bedaure sehr, aber ich kann nicht."
I'm waiting for your answer.,Ich warte auf deine Antwort.
I'm well aware of that fact.,Ich bin mir über diese Tatsache im klaren.
I've already read that book.,Ich habe das Buch schon gelesen.
I've been bitten by a snake.,Ich bin von einer Schlange gebissen worden.
I've been shopping with Tom.,Ich bin mit Tom einkaufen gewesen.
I've been waiting for hours.,Ich warte seit Stunden.
I've caught a terrible cold.,Ich habe mir eine schreckliche Erkältung eingefangen.
I've decided to go by train.,"Ich habe mich entschlossen, den Zug zu nehmen."
I've decided to tell on Tom.,"Ich habe mich entschlossen, Tom zu verraten."
I've eaten all the crackers.,Ich habe alle Kräcker aufgegessen.
I've found you an apartment.,Ich habe für dich eine Wohnung gefunden.
I've got a cake in the oven.,Ich habe einen Kuchen im Ofen.
I've got a pretty good idea.,Ich habe eine ziemlich gute Idee.
I've got a question for you.,Ich habe eine Frage an euch.
I've got a surprise for you.,Ich habe eine Überraschung für Sie.
I've got great news for you.,Ich habe großartige Neuigkeiten für euch.
I've got nothing else to do.,Ich habe sonst nichts zu tun.
I've got this under control.,Ich habe das unter Kontrolle.
I've got to get to the bank.,Ich muss unbedingt zur Bank.
I've got to run to the bank.,Ich muss noch schnell zur Bank.
I've heard this song before.,Dieses Lied habe ich schon einmal gehört.
I've just arrived in Boston.,Ich bin gerade erst in Boston angekommen.
I've just washed the dishes.,Ich habe gerade aufgewaschen.
I've learned to accept that.,"Ich habe gelernt, das hinzunehmen."
I've made my position clear.,Ich habe meine Position deutlich gemacht.
I've never been late before.,Ich bin noch nie zu spät gekommen.
I've never done this before.,Ich habe das noch nie gemacht.
I've never had a steady job.,Ich hatte noch nie einen festen Arbeitsplatz.
I've never seen anybody die.,Ich habe noch nie jemanden sterben gesehen.
I've never told anyone that.,Ich habe das noch nie jemandem gesagt.
I've never worked in Boston.,Ich habe noch nie in Boston gearbeitet.
I've put on weight recently.,Ich habe in letzter Zeit zugenommen.
I've seen nobody except you.,Außer dir habe ich niemanden gesehen.
I've thought a lot about it.,Ich habe viel darüber nachgedacht.
I've worked with Tom before.,Ich habe schon mal mit Tom zusammengearbeitet.
"If I were Tom, I'd sue them.","Wenn ich Tom wäre, würde ich sie verklagen."
If only I could drive a car.,Wenn ich nur Auto fahren könnte!
If only the rain would stop.,Wenn der Regen nur endlich aufhörte.
"If you don't know, who does?","Wenn du das schon nicht weißt, wer dann?"
"In my opinion, Tom is right.",Meiner Meinung nach hat Tom recht.
"In my opinion, you're wrong.",Meines Erachtens liegst du falsch.
In what month were you born?,In welchem Monat wurdet ihr geboren?
Iron is a very useful metal.,Eisen ist ein sehr nützliches Metall.
Is Spanish spoken in Mexico?,Wird in Mexiko Spanisch gesprochen?
Is Tom almost finished here?,Ist Tom hier soweit fertig?
Is Tom going to be arrested?,Wird Tom eingesperrt?
Is Tom one of the finalists?,Ist Tom einer der Finalteilnehmer?
Is eating liver bad for you?,"Ist es schlecht für die Gesundheit, Leber zu essen?"
Is it going to snow tonight?,Wird es heute Abend schneien?
Is it included in the price?,Ist es im Preis inbegriffen?
Is it made of wood or metal?,Ist es aus Holz oder aus Metall angefertigt?
Is it raining now in Boston?,Regnet es jetzt in Boston?
Is it too early to call Tom?,"Ist es noch zu früh, um Tom anzurufen?"
Is that all you have to say?,"Ist das alles, was ihr zu sagen habt?"
Is that bird male or female?,Ist dieser Vogel männlich oder weiblich?
Is that the best Tom can do?,"Ist das alles, was Tom zu bieten hat?"
"Is that what you think, too?",Denken Sie das auch?
Is that your final decision?,Ist das dein letztes Wort?
Is the job too much for you?,Ist der Job zu viel für dich?
Is there a bakery near here?,Gibt es eine Bäckerei hier in der Nähe?
Is there a cat on the table?,Sitzt da eine Katze auf dem Tisch?
Is there a student discount?,Gibt es einen Studentenrabatt?
Is there a toilet near here?,Gibt es ein Klo in der Nähe?
Is there anything I must do?,"Gibt es irgendetwas, was ich tun muss?"
Is there something in there?,Ist da etwas drinnen?
Is this made in Switzerland?,Wird das in der Schweiz hergestellt?
Is this man threatening you?,Bedroht euch dieser Mann?
Is this translation correct?,Ist diese Übersetzung richtig?
Isn't there any cheese left?,Ist kein Käse mehr da?
It always snows in the Alps.,In den Alpen schneit es immer.
It comes with soup or salad.,Es kommt mit Suppe oder Salat.
"It could happen to you, too.",Das könnte auch Ihnen passieren.
It depends on the situation.,Es hängt von der Situation ab.
It doesn't look good at all.,Das sieht ganz und gar nicht gut aus.
It doesn't make sense to me.,Ich werde daraus nicht klug.
It exceeded my expectations.,Das übertraf meine Erwartungen.
It got dark all of a sudden.,Plötzlich wurde es dunkel.
It hasn't rained all summer.,Den ganzen Sommer hat es nicht geregnet.
It is a very strange letter.,Das ist ein sehr seltsamer Brief.
It is easier than I thought.,"Es ist einfacher, als ich dachte."
It is just your imagination.,Das bildet ihr euch bloß ein.
It is more than I can stand.,"Das ist mehr, als ich ertragen kann."
It is not the best solution.,Es ist nicht die beste Lösung.
It is still as cold as ever.,Es ist immer noch so kalt wie eh und je.
"It is windy today, isn't it?","Heute ist es windig, nicht?"
It isn't nice to hit people.,"Es gehört sich nicht, Leute zu schlagen."
It looked like Tom was dead.,"Es machte den Anschein, als wäre Tom tot."
It looks as if you're right.,Sie scheinen recht zu haben.
It looks like Tom is afraid.,Tom scheint Angst zu haben.
It looks like no one's home.,"Es sieht aus, als wäre niemand zu Hause."
It nearly cost him his life.,Es hätte ihn fast das Leben gekostet.
It now looks as good as new.,Es sieht so gut wie neu aus.
It rained all day yesterday.,Gestern hat es den ganzen Tag geregnet.
It rained yesterday evening.,Gestern Abend regnete es.
It seems totally impossible.,Das scheint gänzlich unmöglich.
It smells like fried onions.,Es riecht nach gebratenen Zwiebeln.
It snowed yesterday evening.,Gestern Abend hat es geschneit.
It suddenly started raining.,Es begann plötzlich zu regnen.
It takes courage to succeed.,"Wenn man Erfolg haben will, muss man mutig sein."
It was a mistake to do that.,"Es war falsch, das zu tun."
It was a very exciting game.,Es war ein sehr aufregendes Spiel.
It was absolutely brilliant.,Das war einfach genial.
It was an interesting dream.,Es war ein interessanter Traum.
It was his personal opinion.,Das war seine persönliche Meinung.
"It was nice to see you, too.","Ich habe mich auch gefreut, dich zu sehen."
It was too difficult for me.,Es war zu schwierig für mich.
It was very cold that night.,In jener Nacht war es bitterkalt.
It was warm and cozy inside.,Drinnen war es warm und gemütlich.
It wasn't a good experience.,Es war keine gute Erfahrung.
It went exactly as expected.,Es ist ja genau wie erwartet gelaufen.
It won't amount to anything.,Das führt zu nichts.
It'll rain in the afternoon.,Es wird am Nachmittag regnen.
It's a long drive to Boston.,Es ist eine lange Fahrt nach Boston.
It's a really good question.,Das ist eine wirklich gute Frage.
It's a symbol of friendship.,Das ist ein Zeichen der Freundschaft.
It's a very difficult issue.,Es ist ein sehr schwieriges Thema.
It's about time you woke up.,"Es wird auch langsam Zeit, dass du aufstehst!"
It's an ecological disaster.,Es ist eine Umweltkatastrophe.
It's been more than a month.,Es ist über einen Monat her.
It's cold in this classroom.,In dieser Klasse ist es kalt.
It's eight o'clock at night.,Es ist acht Uhr abends.
It's far better than before.,Es ist so viel besser als vorher.
It's going to be light soon.,Bald wird es hell.
It's going to stay that way.,So wird es bleiben.
It's great to have a family.,"Es ist schön, eine Familie zu haben."
It's hard to understand you.,Man kann dich nur schwer verstehen.
It's hot and stuffy in here.,Hier drin ist es heiß und stickig.
It's just around the corner.,Es ist gleich um die Ecke.
It's never been done before.,Es ist noch nie gemacht worden.
It's not as bad as it looks.,"Es ist nicht so schlimm, wie es aussieht."
It's not going to take long.,Es wird nicht lange dauern.
It's not nice to hit people.,"Es gehört sich nicht, Leute zu schlagen."
It's only taken three years.,Er hat bloß drei Jahre gedauert.
It's probably just the wind.,Wahrscheinlich ist’s nur der Wind.
It's raining here in Boston.,Hier in Boston regnet es gerade.
It's really important to me.,Das ist mir sehr wichtig.
It's shockingly inexpensive.,Es ist erschreckend günstig.
"It's so bad, it's hilarious.","Das ist so schlecht, dass es ein Witz ist."
It's theoretically possible.,Theoretisch ist es möglich.
It's time for you to get up.,"Es ist Zeit, dass du aufstehst!"
It's time you faced reality.,"Es ist an der Zeit, dass du der Realität ins Auge siehst."
It's too early to go to bed.,Es ist zum Schlafen noch zu früh.
It's well worth the trouble.,Es ist der Mühe wert.
"It's your problem, not mine.","Das ist euer Problem, nicht meines."
Jesus was born in Bethlehem.,Jesus wurde in Bethlehem geboren.
Just do what you want to do.,"Tu einfach, was du willst!"
Just go back to the kitchen.,Geh einfach wieder zurück in die Küche!
"Just leave us alone, please.",Lass uns bitte einfach alleine.
Just tell me what Tom wants.,"Sagt mir einfach, was Tom will!"
Keep the secret to yourself.,Behalte das Geheimnis für dich!
Keep your hands to yourself.,Behalten Sie Ihre Hände bei sich!
Last night I wrote a letter.,Letzte Nacht schrieb ich einen Brief.
Learning calligraphy is fun.,Kalligraphie zu lernen macht Spass.
Leave it where you found it.,"Lasst es dort, wo ihr es gefunden habt!"
Leave the food on the table.,Lassen Sie das Essen auf dem Tisch.
Let me explain it once more.,Lassen Sie es mich noch einmal erklären.
Let me have a word with Tom.,Erlaube mir ein Wort mit Tom!
Let me help you wipe it off.,"Lass mich dir helfen, es wegzuwischen."
Let me put this differently.,Lass mich das anders ausdrücken.
Let us know if you can come.,"Sagt uns Bescheid, ob ihr kommen könnt!"
Let's clear up this problem.,Klären wir dieses Problem!
Let's eat now. I'm starving.,Lasst uns jetzt endlich essen. Ich sterbe vor Hunger.
Let's go back to the office.,Lass uns zurück zum Büro gehen.
Let's go to Boston together.,Lasst uns zusammen nach Boston fahren!
Let's go to Boston together.,Lasst uns zusammen nach Boston fliegen!
Let's go tomorrow afternoon.,Lass uns morgen Nachmittag gehen.
Let's just leave it at that.,Lasst es uns dabei belassen.
Let's not deceive ourselves.,Machen wir uns nichts vor!
Let's not waste this chance.,Lassen wir diese Gelegenheit nicht verstreichen.
Let's sit here on the grass.,Setzen wir uns hier aufs Gras!
Let's start with the basics.,Fangen wir mit dem Grundsätzlichen an!
Let's talk about this later.,Lassen Sie uns später darüber reden!
Let's try doing it this way.,Versuchen wir’s so!
Life doesn't get any better.,Das Leben wird nicht besser.
Linux can be hacked as well.,Auch Linux kann man hacken.
Long hair is out of fashion.,Lange Haare sind unmodern.
Look what you've done to me.,"Seht nur, was ihr mir angetan habt!"
"Look, here comes your train.","Sehen Sie, hier kommt Ihr Zug!"
"Luckily, no one was injured.",Zum Glück kam niemand zu Schaden.
Make yourselves comfortable.,Macht es euch gemütlich.
Many Canadians speak French.,Viele Kanadier sprechen Französisch.
Many people support my work.,Viele Leute unterstützen meine Arbeit.
Many thanks for taking part.,Vielen Dank für die Anteilnahme.
Mary breastfed her daughter.,Maria gab ihrer Tochter die Brust.
Mary doesn't shave her legs.,Maria rasiert sich nicht die Beine.
Mary has a very pretty face.,Maria hat ein sehr hübsches Gesicht.
Mary is Tom's mother-in-law.,Maria ist Toms Schwiegermutter.
Mary is a good-looking girl.,Maria ist ein gutaussehendes Mädchen.
Mary is extremely beautiful.,Maria ist über die Maßen schön.
Mary is my adopted daughter.,Maria ist meine Adoptivtochter.
Mary is pregnant with twins.,Maria erwartet Zwillinge.
Mary is sitting at the desk.,Maria sitzt am Schreibtisch.
Mary is wearing a red scarf.,Maria trägt einen roten Schal.
Mary just got her hair done.,Maria hat sich gerade die Haare machen lassen.
Mary likes decorating cakes.,Maria verziert gerne Kuchen.
Mary seems like a nice girl.,Maria scheint ein nettes Mädchen zu sein.
Mary unscrewed her lipstick.,Maria schraubte ihren Lippenstift auf.
Mary was wearing a fur coat.,Maria trug einen Pelzmantel.
Mary will make a good nurse.,Mary wird eine gute Krankenschwester sein.
Mary wore a strapless dress.,Maria trug ein trägerloses Kleid.
May I ask about your family?,Darf ich dich nach deiner Familie fragen?
May I go buy some ice cream?,Darf ich mir ein Eis kaufen?
"May I have a napkin, please?",Könnte ich bitte eine Serviette haben?
May I look at your passport?,Kann ich Ihren Pass sehen?
May I see my girlfriend now?,Kann ich meine Freundin jetzt sehen?
May I take a picture of you?,Darf ich ein Foto von euch machen?
Maybe Tom is waiting for us.,Vielleicht wartet Tom auf uns.
Maybe she can tell you more.,Vielleicht kann sie dir mehr erzählen.
Maybe this is a bad example.,Vielleicht ist das ein schlechtes Beispiel.
Maybe you've just forgotten.,Vielleicht hast du es einfach vergessen.
Meeting new people is scary.,"Es ist beängstigend, neuen Leuten zu begegnen."
Milk gives me a stomachache.,Von Milch bekomme ich Magenschmerzen.
Money doesn't buy happiness.,Geld macht nicht glücklich.
Most people don't know this.,Die meisten wissen das nicht.
My French isn't good enough.,Mein Französisch ist nicht gut genug.
My birthday is October 20th.,Ich habe am 20. Oktober Geburtstag.
My boyfriend just dumped me.,Mein Freund hat mich gerade abgeschossen.
My brother plays the guitar.,Mein Bruder spielt Gitarre.
My car got stuck in the mud.,Mein Wagen ist im Schlamm steckengeblieben.
My chest hurts when I cough.,Ich habe beim Husten Schmerzen in der Brust.
My dad is a retired teacher.,Mein Vater ist Lehrer im Ruhestand.
My dog has a very long tail.,Mein Hund hat einen sehr langen Schwanz.
My dream is to study abroad.,"Mein Traum ist es, im Ausland zu studieren."
My family is not very large.,Meine Familie ist nicht sehr groß.
My father came home at nine.,Mein Vater ist um neun nach Hause gekommen.
